,Title,Year,Age,Rotten Tomatoes,Netflix,Amazon,emmy_nomination,emmy_win,oscar_nomination,oscar_win,Type,IMDb,Genres
236,Like Stars on Earth,2007,7+,77/100,1,0,0,0,0,0,movie,8.4,"['Drama', 'Family']"
237,Trixie Mattel: Moving Parts,2019,,77/100,1,0,0,0,0,0,movie,7.3,['Documentary']
238,Talaash,2012,,77/100,1,0,0,0,0,0,movie,7.2,"['Crime', 'Drama', 'Mystery', 'Thriller']"
239,Evelyn,2019,,77/100,1,0,0,0,0,0,movie,,"['Animation', 'Short']"
240,I Am Sam,2001,13+,77/100,1,0,0,0,1,0,movie,7.6,['Drama']
241,In the Shadow of the Moon,2019,18+,77/100,1,0,0,0,0,0,movie,6.2,"['Crime', 'Mystery', 'Sci-Fi', 'Thriller']"
242,Neon Genesis Evangelion: The End of Evangelion,1997,18+,77/100,1,0,0,0,0,0,movie,8.1,"['Animation', 'Action', 'Drama', 'Sci-Fi']"
243,Memoirs of a Geisha,2005,13+,76/100,1,0,0,0,6,3,movie,7.4,"['Drama', 'Romance']"
244,Mad Max,1979,18+,76/100,1,0,0,0,0,0,movie,6.9,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
245,John Leguizamo's Latin History for Morons,2018,7+,76/100,1,0,0,0,0,0,movie,7.5,['Comedy']
246,And Breathe Normally,2018,16+,76/100,1,0,0,0,0,0,movie,6.9,['Drama']
247,The Killing of a Sacred Deer,2017,18+,76/100,1,0,0,0,0,0,movie,7.0,"['Drama', 'Horror', 'Mystery', 'Thriller']"
248,Angels & Demons,2009,13+,76/100,1,0,0,0,0,0,movie,6.7,"['Action', 'Mystery', 'Thriller']"
249,Smoke & Mirrors,2016,,76/100,1,0,0,0,0,0,movie,6.9,"['Biography', 'Thriller']"
250,Bright,2017,18+,76/100,1,0,0,0,0,0,movie,6.3,"['Action', 'Fantasy', 'Thriller']"
251,Yes Man,2008,13+,76/100,1,0,0,0,0,0,movie,6.8,"['Comedy', 'Romance']"
252,Murder Mystery,2019,13+,76/100,1,0,0,0,0,0,movie,6.0,"['Action', 'Comedy', 'Crime', 'Mystery', 'Romance']"
253,Pink,2016,,76/100,1,0,0,0,0,0,movie,8.1,"['Crime', 'Drama', 'Thriller']"
254,The Photographer of Mauthausen,2018,18+,76/100,1,0,0,0,0,0,movie,6.8,"['Biography', 'Drama', 'History', 'Thriller', 'War']"
255,Midnight Run,1988,18+,76/100,1,0,0,0,0,0,movie,7.5,"['Action', 'Comedy', 'Crime', 'Thriller']"
256,Flavors of Youth,2018,13+,76/100,1,0,0,0,0,0,movie,6.6,"['Animation', 'Drama', 'Romance']"
257,13th,2016,18+,76/100,1,0,9,4,1,0,movie,8.2,"['Documentary', 'Crime', 'History']"
258,Ravenous,2017,18+,76/100,1,0,0,0,0,0,movie,5.8,"['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']"
259,Austin Powers: The Spy Who Shagged Me,1999,13+,76/100,1,0,0,0,1,0,movie,6.6,"['Action', 'Adventure', 'Comedy', 'Crime']"
260,The Life of David Gale,2003,18+,76/100,1,0,0,0,0,0,movie,7.5,"['Crime', 'Drama', 'Thriller']"
261,Tramps,2016,,76/100,1,0,0,0,0,0,movie,6.5,"['Adventure', 'Romance']"
262,The Girl Next Door,2004,18+,76/100,1,0,0,0,0,0,movie,6.7,"['Comedy', 'Drama', 'Romance']"
263,The Two Popes,2019,13+,76/100,1,0,0,0,3,0,movie,7.6,"['Comedy', 'Drama']"
264,The Wandering Earth,2019,13+,76/100,1,0,0,0,0,0,movie,6.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
265,Just Another Love Story,2007,,76/100,1,0,0,0,0,0,movie,7.2,"['Crime', 'Drama', 'Thriller']"
266,Eye for an Eye,2019,18+,76/100,1,0,0,0,0,0,movie,6.6,"['Drama', 'Thriller']"
267,Patton Oswalt: Annihilation,2017,,76/100,1,0,1,0,0,0,movie,7.2,['Comedy']
268,Joan Didion: The Center Will Not Hold,2017,,76/100,1,0,0,0,0,0,movie,7.5,['Documentary']
269,Steve Jobs,2015,18+,76/100,1,0,0,0,2,0,movie,7.2,"['Biography', 'Drama']"
270,White Fang,2018,7+,76/100,1,0,0,0,0,0,movie,7.0,"['Animation', 'Adventure', 'Drama']"
271,A Monster Calls,2016,13+,76/100,1,0,0,0,0,0,movie,7.5,"['Adventure', 'Drama', 'Family', 'Fantasy']"
272,Olympus Has Fallen,2013,18+,76/100,1,0,0,0,0,0,movie,6.5,"['Action', 'Thriller']"
273,Talladega Nights: The Ballad of Ricky Bobby,2006,13+,76/100,1,0,0,0,0,0,movie,6.6,"['Comedy', 'Sport']"
274,The Time Traveler's Wife,2009,13+,76/100,1,0,0,0,0,0,movie,7.1,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
275,State of Play,2009,13+,76/100,1,0,0,0,0,0,movie,7.1,"['Crime', 'Drama', 'Mystery', 'Thriller']"
276,The Outlaw Josey Wales,1976,7+,76/100,1,0,0,0,1,0,movie,7.8,['Western']
277,The Bank Job,2008,18+,76/100,1,0,0,0,0,0,movie,7.2,"['Crime', 'Drama', 'Thriller']"
278,Miss Sloane,2016,18+,76/100,1,0,0,0,0,0,movie,7.5,['Drama']
279,Unknown,2011,13+,75/100,1,0,0,0,0,0,movie,6.8,"['Action', 'Mystery', 'Thriller']"
280,6 Underground,2019,18+,75/100,1,0,0,0,0,0,movie,6.1,"['Action', 'Thriller']"
281,Uncorked,2020,13+,75/100,1,0,0,0,0,0,movie,6.3,['Drama']
282,Petta,2019,,75/100,1,0,0,0,0,0,movie,7.3,"['Action', 'Drama']"
283,Justin Timberlake + The Tennessee Kids,2016,,75/100,1,0,0,0,0,0,movie,7.7,"['Documentary', 'Music']"
284,My Fair Lady,1964,all,75/100,1,0,0,0,12,8,movie,7.8,"['Drama', 'Family', 'Musical', 'Romance']"
285,"Bikram: Yogi, Guru, Predator",2019,18+,75/100,1,0,0,0,0,0,movie,6.7,"['Documentary', 'Crime']"
286,A Futile and Stupid Gesture,2018,18+,75/100,1,0,0,0,0,0,movie,6.8,"['Biography', 'Comedy']"
287,The Dig,2021,13+,75/100,1,0,0,0,0,0,movie,7.1,"['Biography', 'Drama', 'History']"
288,Legally Blonde,2001,13+,75/100,1,0,0,0,0,0,movie,6.4,"['Comedy', 'Romance']"
289,Legend,2015,18+,75/100,1,0,0,0,1,0,movie,6.9,"['Biography', 'Crime', 'Drama', 'Thriller']"
290,Notes on Blindness,2016,,75/100,1,0,0,0,0,0,movie,7.1,"['Documentary', 'Drama']"
291,When We First Met,2018,16+,75/100,1,0,0,0,0,0,movie,6.4,"['Comedy', 'Fantasy', 'Romance']"
292,Best Worst Thing That Ever Could Have Happened...,2016,,75/100,1,0,0,0,0,0,movie,7.5,['Documentary']
293,Imperial Dreams,2014,,75/100,1,0,0,0,0,0,movie,6.7,['Drama']
294,Black Mirror: Bandersnatch,2018,18+,75/100,1,0,0,0,0,0,movie,7.1,"['Drama', 'Fantasy', 'Mystery', 'Sci-Fi', 'Thriller']"
295,Queen,2013,13+,75/100,1,0,0,0,0,0,movie,8.2,"['Adventure', 'Comedy', 'Drama']"
296,Joshua: Teenager vs. Superpower,2017,16+,75/100,1,0,0,0,0,0,movie,7.1,['Documentary']
297,Air Force One,1997,18+,75/100,1,0,0,0,2,0,movie,6.5,"['Action', 'Drama', 'Thriller']"
298,Shot Caller,2017,18+,75/100,1,0,0,0,0,0,movie,7.3,"['Crime', 'Drama', 'Thriller']"
299,What Dreams May Come,1998,13+,75/100,1,0,0,0,2,1,movie,7.0,"['Drama', 'Fantasy', 'Romance']"
300,Angel Has Fallen,2019,18+,75/100,1,0,0,0,0,0,movie,6.4,"['Action', 'Thriller']"
301,Crimson Peak,2015,18+,75/100,1,0,0,0,0,0,movie,6.5,"['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']"
302,Lemony Snicket's A Series of Unfortunate Events,2004,7+,75/100,1,0,0,0,4,1,episode,,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
303,The Red Sea Diving Resort,2019,18+,75/100,1,0,0,0,0,0,movie,6.6,"['Drama', 'History', 'Thriller']"
304,The Angel,2018,18+,75/100,1,0,0,0,0,0,movie,6.7,"['Biography', 'Drama', 'Thriller']"
305,Army of the Dead,2021,18+,75/100,1,0,0,0,0,0,movie,5.7,"['Action', 'Crime', 'Horror', 'Sci-Fi', 'Thriller']"
306,Madagascar 3: Europe's Most Wanted,2012,7+,75/100,1,0,0,0,0,0,movie,6.8,"['Animation', 'Adventure', 'Comedy', 'Family']"
307,Icarus,2017,18+,75/100,1,0,3,0,1,1,movie,7.9,"['Documentary', 'Sport']"
308,Collateral Beauty,2016,13+,75/100,1,0,0,0,0,0,movie,6.8,"['Drama', 'Romance']"
309,The Danish Girl,2015,18+,75/100,1,0,0,0,4,1,movie,7.1,"['Biography', 'Drama', 'Romance']"
310,Green Zone,2010,18+,75/100,1,1,0,0,0,0,movie,6.8,"['Action', 'Drama', 'Thriller', 'War']"
311,John Mulaney: New in Town,2012,18+,75/100,1,0,0,0,0,0,movie,8.3,['Comedy']
312,Strong Island,2017,,75/100,1,0,1,1,1,0,movie,6.4,"['Documentary', 'Crime']"
313,The White Tiger,2021,18+,75/100,1,0,0,0,0,0,movie,7.1,"['Crime', 'Drama']"
314,Defiance,2008,18+,75/100,1,0,1,0,1,0,movie,7.2,"['Action', 'Drama', 'History', 'Thriller', 'War']"
315,A Fortunate Man,2018,16+,75/100,1,0,0,0,0,0,movie,7.2,"['Drama', 'Romance']"
316,The Death of Stalin,2017,18+,75/100,1,0,0,0,0,0,movie,7.3,"['Comedy', 'Drama', 'History']"
317,2012,2009,13+,75/100,1,0,0,0,0,0,movie,5.8,"['Action', 'Adventure', 'Sci-Fi']"
318,Underworld: Awakening,2012,18+,74/100,1,0,0,0,0,0,movie,6.3,"['Action', 'Fantasy', 'Horror', 'Sci-Fi']"
319,Philomena,2013,13+,74/100,1,0,0,0,4,0,movie,7.6,"['Biography', 'Comedy', 'Drama']"
320,Sanju,2018,18+,74/100,1,0,0,0,0,0,movie,7.7,"['Biography', 'Comedy', 'Drama']"
321,Nappily Ever After,2018,18+,74/100,1,0,0,0,0,0,movie,6.4,"['Comedy', 'Drama', 'Romance']"
322,I Care a Lot,2021,18+,74/100,1,0,0,0,0,0,episode,,['nan']
323,The Butler,2013,13+,74/100,1,0,0,0,0,0,movie,5.9,"['Short', 'Comedy']"
324,Qarib Qarib Singlle,2017,,74/100,1,0,0,0,0,0,video movie,7.7,['Short']
325,A Single Man,2009,18+,74/100,1,0,0,0,1,0,movie,7.5,"['Drama', 'Romance']"
326,Home,2015,7+,74/100,1,1,1,0,0,0,movie,6.6,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']"
327,Zack and Miri Make a Porno,2008,18+,74/100,1,1,0,0,0,0,movie,6.5,"['Comedy', 'Romance']"
328,Seeing Allred,2018,16+,74/100,1,0,0,0,0,0,movie,7.2,['Documentary']
329,Dostana,2008,13+,74/100,1,0,0,0,0,0,movie,6.5,"['Comedy', 'Drama', 'Romance']"
330,Remember Me,2010,13+,74/100,1,0,0,0,1,0,movie,7.1,"['Drama', 'Romance']"
331,Underworld: Rise of the Lycans,2009,18+,74/100,1,0,0,0,0,0,movie,6.6,"['Action', 'Fantasy', 'Thriller']"
332,The Lovely Bones,2009,13+,74/100,1,0,0,0,1,0,movie,6.7,"['Drama', 'Fantasy', 'Thriller']"
333,Madagascar: Escape 2 Africa,2008,7+,74/100,1,0,0,0,0,0,movie,6.6,"['Animation', 'Adventure', 'Comedy', 'Family']"
334,No Strings Attached,2011,18+,74/100,1,1,0,0,0,0,movie,6.2,"['Comedy', 'Romance']"
335,Heroin(e),2017,,74/100,1,0,0,0,1,0,movie,6.8,"['Documentary', 'Short']"
336,A Ghost Story,2017,18+,74/100,1,0,0,0,0,0,movie,6.9,"['Drama', 'Fantasy', 'Romance']"
337,Safety Not Guaranteed,2012,18+,74/100,1,0,0,0,0,0,movie,7.0,"['Comedy', 'Drama', 'Romance']"
338,Game Over,2019,13+,74/100,1,0,0,0,0,0,movie,7.1,"['Drama', 'Mystery', 'Thriller']"
339,Peppermint,2018,18+,74/100,1,0,0,0,0,0,movie,6.5,"['Action', 'Crime', 'Drama', 'Thriller']"
340,Have a Good Trip: Adventures in Psychedelics,2020,18+,74/100,1,0,0,0,0,0,movie,6.8,"['Documentary', 'Comedy']"
341,Beasts of No Nation,2015,18+,74/100,1,0,0,0,0,0,movie,7.7,"['Drama', 'War']"
342,Extinction,2018,18+,74/100,1,0,0,0,0,0,movie,5.8,"['Action', 'Drama', 'Sci-Fi', 'Thriller']"
343,Nobody Knows I'm Here,2020,18+,74/100,1,0,0,0,0,0,movie,6.5,"['Drama', 'Music']"
344,ARQ,2016,18+,74/100,1,0,0,0,0,0,movie,6.4,"['Action', 'Sci-Fi', 'Thriller']"
345,Ali's Wedding,2017,18+,74/100,1,0,0,0,0,0,movie,6.9,"['Comedy', 'Drama', 'Romance']"
346,Bo Burnham: Make Happy,2016,18+,74/100,1,0,0,0,0,0,movie,8.4,"['Comedy', 'Music']"
347,Mank,2020,18+,74/100,1,0,0,0,0,0,movie,6.9,"['Biography', 'Comedy', 'Drama']"
348,"Extremely Wicked, Shockingly Evil and Vile",2019,18+,74/100,1,0,0,0,0,0,movie,6.7,"['Biography', 'Crime', 'Drama', 'Thriller']"
349,Due Date,2010,18+,74/100,1,0,0,0,0,0,movie,6.5,"['Comedy', 'Drama']"
350,Between Two Ferns: The Movie,2019,18+,74/100,1,0,0,0,0,0,movie,6.1,['Comedy']
351,Ip Man 2,2010,18+,74/100,1,0,0,0,0,0,movie,7.5,"['Action', 'Biography', 'Drama', 'History']"
352,Mirage,2018,18+,74/100,1,0,0,0,0,0,movie,7.4,"['Drama', 'Fantasy', 'Mystery', 'Romance', 'Thriller']"
353,Puss in Boots,2011,7+,74/100,1,0,0,0,1,0,movie,6.6,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']"
354,Austin Powers in Goldmember,2002,13+,74/100,1,0,0,0,0,0,movie,6.2,"['Action', 'Adventure', 'Comedy', 'Crime']"
355,The Kissing Booth,2018,16+,73/100,1,0,0,0,0,0,movie,6.0,"['Comedy', 'Romance']"
356,Hush,2016,18+,73/100,1,0,0,0,0,0,movie,6.6,"['Horror', 'Thriller']"
357,Lost Bullet,2020,18+,73/100,1,0,0,0,0,0,movie,6.2,"['Action', 'Crime', 'Thriller']"
358,Dil Chahta Hai,2001,all,73/100,1,0,0,0,0,0,movie,8.1,"['Comedy', 'Drama', 'Romance']"
359,Election,1999,18+,73/100,1,1,0,0,1,0,movie,7.2,"['Comedy', 'Romance']"
360,Soni,2019,18+,73/100,1,0,0,0,0,0,episode,,['News']
361,Bāhubali: The Beginning,2015,13+,73/100,1,0,0,0,0,0,movie,8.0,"['Action', 'Drama']"
362,Killing Them Softly,2012,18+,73/100,1,0,0,0,0,0,movie,6.2,"['Crime', 'Drama', 'Thriller']"
363,Swordfish,2001,18+,73/100,1,0,0,0,0,0,movie,6.5,"['Action', 'Crime', 'Thriller']"
364,Wish Dragon,2021,7+,73/100,1,0,0,0,0,0,movie,7.2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']"
365,Raees,2017,18+,73/100,1,0,0,0,0,0,movie,6.8,"['Action', 'Crime', 'Drama']"
366,Let It Snow,2019,13+,73/100,1,0,0,0,0,0,movie,5.8,"['Comedy', 'Romance']"
367,The Babysitter: Killer Queen,2020,,73/100,1,0,0,0,0,0,movie,5.8,"['Comedy', 'Horror']"
368,Hardcore Henry,2015,18+,73/100,1,0,0,0,0,0,movie,6.7,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
369,Tig Notaro: Happy To Be Here,2018,16+,73/100,1,0,0,0,0,0,movie,6.7,['Comedy']
370,Spelling the Dream,2020,all,73/100,1,0,0,0,0,0,movie,6.9,['Documentary']
371,Knock Down the House,2019,7+,73/100,1,0,0,0,0,0,movie,7.1,['Documentary']
372,Resident Evil: Extinction,2007,18+,73/100,1,0,0,0,0,0,movie,6.2,"['Action', 'Horror', 'Sci-Fi']"
373,Polar,2019,18+,73/100,1,0,0,0,0,0,movie,6.3,"['Action', 'Crime', 'Drama', 'Thriller']"
374,Saving Capitalism,2017,7+,73/100,1,0,0,0,0,0,movie,6.8,['Documentary']
375,The Untold Tales of Armistead Maupin,2017,,73/100,1,0,0,0,0,0,movie,6.7,['Documentary']
376,The Mitchells vs. The Machines,2021,7+,73/100,1,0,0,0,0,0,movie,7.7,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
377,Spenser Confidential,2020,18+,73/100,1,0,0,0,0,0,movie,6.2,"['Action', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']"
378,Psychokinesis,2018,,73/100,1,0,0,0,0,0,movie,6.1,['Adventure']
379,Monsters vs Aliens,2009,7+,73/100,1,0,0,0,0,0,episode,,"['Short', 'Comedy', 'Family', 'Fantasy']"
380,Twilight,2008,13+,73/100,1,1,0,0,0,0,movie,5.2,"['Drama', 'Fantasy', 'Romance']"
381,Self/less,2015,13+,73/100,1,0,0,0,0,0,movie,6.5,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']"
382,The Highwaymen,2019,18+,73/100,1,0,0,0,0,0,movie,6.9,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']"
383,ParaNorman,2012,7+,73/100,1,0,0,0,1,0,movie,7.0,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
384,Holidate,2020,,73/100,1,0,0,0,0,0,movie,6.1,"['Comedy', 'Romance']"
385,Fear Street Part Two: 1978,2021,18+,73/100,1,0,0,0,0,0,movie,6.7,"['Drama', 'Horror', 'Mystery']"
386,Pee-wee's Big Holiday,2016,7+,73/100,1,0,0,0,0,0,movie,6.1,"['Comedy', 'Family']"
387,Gunpowder Milkshake,2021,18+,73/100,1,0,0,0,0,0,movie,6.1,"['Action', 'Crime', 'Thriller']"
388,"Michael Bolton's Big, Sexy Valentine's Day Special",2017,18+,73/100,1,0,0,0,0,0,movie,6.7,"['Comedy', 'Music', 'Musical', 'Romance']"
389,I Am Not Your Negro,2017,18+,73/100,1,0,0,0,1,0,movie,7.9,"['Documentary', 'History']"
390,Midnight Special,2016,13+,73/100,1,0,0,0,0,0,movie,6.6,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
391,Layla M.,2016,,73/100,1,0,0,0,0,0,movie,6.7,['Drama']
392,Homefront,2013,18+,73/100,1,0,0,0,0,0,movie,6.5,"['Action', 'Crime', 'Thriller']"
393,The Squid and the Whale,2005,18+,73/100,1,0,0,0,1,0,movie,7.3,"['Comedy', 'Drama']"
394,Comedian,2002,18+,73/100,1,0,0,0,0,0,movie,6.9,"['Documentary', 'Comedy']"
395,No Escape,2015,18+,73/100,1,0,0,0,0,0,movie,6.8,"['Action', 'Thriller']"
396,Mercury 13,2018,,73/100,1,0,0,0,0,0,movie,6.9,['Documentary']
397,The Professor and the Madman,2019,,73/100,1,0,0,0,0,0,movie,7.3,"['Biography', 'Drama', 'History']"
398,Asperger's Are Us,2016,,73/100,1,0,0,0,0,0,movie,6.6,"['Documentary', 'Comedy', 'Drama']"
399,The Garden of Words,2013,13+,73/100,1,0,0,0,0,0,movie,7.5,"['Animation', 'Drama', 'Romance']"
400,Fractured,2019,18+,73/100,1,1,0,0,0,0,movie,6.4,"['Mystery', 'Thriller']"
401,The Queen,2006,13+,73/100,1,0,0,0,6,1,movie,7.3,"['Biography', 'Drama']"
402,The Whole Nine Yards,2000,18+,72/100,1,0,0,0,0,0,movie,6.7,"['Comedy', 'Crime']"
403,E-Team,2014,,72/100,1,0,0,0,0,0,movie,7.1,"['Documentary', 'War']"
404,The Discovery,2017,18+,72/100,1,0,0,0,0,0,movie,6.3,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']"
405,The Strangers,2008,18+,72/100,1,0,0,0,0,0,movie,6.2,"['Horror', 'Mystery', 'Thriller']"
406,Penguins of Madagascar,2014,7+,72/100,1,0,0,0,0,0,movie,6.7,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']"
407,She's Out of My League,2010,18+,72/100,1,1,0,0,0,0,movie,6.4,"['Comedy', 'Romance']"
408,Voyeur,2017,18+,72/100,1,0,0,0,0,0,movie,6.2,"['Documentary', 'Crime']"
409,It Comes at Night,2017,18+,72/100,1,0,0,0,0,0,movie,6.2,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']"
410,The Manchurian Candidate,2004,18+,72/100,1,1,0,0,2,0,movie,6.6,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
411,Bon Cop Bad Cop 2,2017,,72/100,1,0,0,0,0,0,movie,6.7,"['Action', 'Comedy', 'Crime']"
412,Hot Rod,2007,13+,72/100,1,1,0,0,0,0,movie,6.7,"['Comedy', 'Sport']"
413,The BFG,2016,7+,72/100,1,0,0,0,0,0,movie,6.4,"['Adventure', 'Family', 'Fantasy']"
414,Sunday's Illness,2018,13+,72/100,1,0,0,0,0,0,movie,6.9,['Drama']
415,The Lorax,2012,7+,72/100,1,0,0,0,0,0,movie,6.4,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Musical']"
416,Win It All,2017,18+,72/100,1,0,0,0,0,0,movie,6.2,['Comedy']
417,Mile 22,2018,18+,72/100,1,0,0,0,0,0,movie,6.2,"['Action', 'Thriller']"
418,Tenacious D in The Pick of Destiny,2006,18+,72/100,1,0,0,0,0,0,movie,6.8,"['Adventure', 'Comedy', 'Music', 'Musical']"
419,The Sum of All Fears,2002,13+,72/100,1,0,0,0,0,0,movie,6.4,"['Action', 'Drama', 'Thriller', 'War']"
420,G.O.R.A.,2004,13+,72/100,1,0,0,0,0,0,movie,8.0,"['Adventure', 'Comedy', 'Sci-Fi']"
421,The Perfect Date,2019,16+,72/100,1,0,0,0,0,0,movie,5.8,"['Comedy', 'Romance']"
422,Code 8,2019,,72/100,1,0,0,0,0,0,movie,6.1,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']"
423,Cowspiracy: The Sustainability Secret,2014,,72/100,1,0,0,0,0,0,movie,8.2,['Documentary']
424,Life As We Know It,2010,13+,72/100,1,0,0,0,0,0,movie,6.5,"['Comedy', 'Drama', 'Romance']"
425,American Assassin,2017,18+,72/100,1,0,0,0,0,0,movie,6.2,"['Action', 'Thriller']"
426,August: Osage County,2013,18+,72/100,1,0,0,0,2,0,movie,7.2,"['Comedy', 'Drama']"
427,Kuch Kuch Hota Hai,1998,all,72/100,1,0,0,0,0,0,movie,7.6,"['Comedy', 'Drama', 'Musical', 'Romance']"
428,Who Am I,2014,,72/100,1,0,0,0,0,0,movie,7.5,"['Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']"
429,Free State of Jones,2016,18+,72/100,1,0,0,0,0,0,movie,6.9,"['Action', 'Biography', 'Drama', 'History', 'War', 'Western']"
430,Beast Stalker,2008,,72/100,1,0,0,0,0,0,movie,6.8,"['Action', 'Thriller']"
431,Dark Skies,2013,16+,72/100,1,0,2,1,0,0,movie,6.3,"['Horror', 'Sci-Fi', 'Thriller']"
432,Safe Haven,2013,13+,72/100,1,0,0,0,0,0,movie,6.7,"['Drama', 'Romance', 'Thriller']"
433,Bāhubali 2: The Conclusion,2017,7+,72/100,1,0,0,0,0,0,movie,8.2,"['Action', 'Drama']"
434,Outlaw King,2018,18+,72/100,1,0,0,0,0,0,movie,6.9,"['Action', 'Biography', 'Drama', 'History', 'War']"
435,Cloudy with a Chance of Meatballs 2,2013,7+,72/100,1,0,0,0,0,0,movie,6.4,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']"
436,Turbo,2013,7+,72/100,1,0,0,0,0,0,movie,6.4,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']"
437,G.I. Joe: The Rise of Cobra,2009,13+,72/100,1,0,0,0,0,0,movie,5.8,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']"
438,Horns,2013,18+,72/100,1,0,0,0,0,0,movie,6.5,"['Comedy', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller']"
439,Drishyam,2015,18+,72/100,1,0,0,0,0,0,movie,8.2,"['Crime', 'Drama', 'Mystery', 'Thriller']"
440,Triple Frontier,2019,18+,72/100,1,0,0,0,0,0,movie,6.4,"['Action', 'Adventure', 'Crime', 'Thriller']"
441,"Hail, Caesar!",2016,13+,72/100,1,0,0,0,1,0,movie,6.3,"['Comedy', 'Drama', 'Music', 'Mystery']"
442,The Ice Road,2021,13+,72/100,1,0,0,0,0,0,movie,5.6,"['Action', 'Adventure', 'Drama', 'Thriller']"
443,Monster House,2006,7+,72/100,1,0,1,0,1,0,movie,6.6,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery']"
444,Freaks,2019,18+,72/100,1,0,0,0,0,0,podcast episode,,['Horror']
445,Felon,2008,18+,72/100,1,0,0,0,0,0,movie,7.4,"['Crime', 'Thriller']"
446,Horse Girl,2020,18+,72/100,1,0,0,0,0,0,movie,6.0,"['Drama', 'Mystery', 'Thriller']"
447,A Christmas Prince,2017,7+,72/100,1,1,0,0,0,0,movie,5.8,"['Comedy', 'Family', 'Romance']"
448,Hillbilly Elegy,2020,18+,72/100,1,0,0,0,0,0,movie,6.7,['Drama']
449,American Ultra,2015,18+,72/100,1,0,0,0,0,0,movie,6.1,"['Action', 'Comedy']"
450,First Match,2018,18+,72/100,1,0,0,0,0,0,movie,6.4,"['Drama', 'Sport']"
451,The Pelican Brief,1993,13+,72/100,1,0,0,0,0,0,movie,6.6,"['Crime', 'Drama', 'Mystery', 'Thriller']"
452,The Tourist,2010,13+,72/100,1,0,0,0,0,0,movie,6.0,"['Action', 'Thriller']"
453,The Dawn Wall,2017,16+,72/100,1,0,0,0,0,0,movie,8.1,"['Documentary', 'Biography', 'Sport']"
454,I'm Thinking of Ending Things,2020,18+,71/100,1,0,0,0,0,0,movie,6.6,"['Drama', 'Thriller']"
455,Shutter,2004,18+,71/100,1,0,0,0,0,0,movie,7.1,"['Horror', 'Mystery', 'Thriller']"
456,Surf's Up,2007,7+,71/100,1,1,0,0,1,0,movie,6.7,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']"
457,The Twilight Saga: Breaking Dawn - Part 2,2012,13+,71/100,1,0,0,0,0,0,movie,5.5,"['Adventure', 'Drama', 'Fantasy', 'Romance']"
458,Jagga Jasoos,2017,7+,71/100,1,0,0,0,0,0,movie,6.5,"['Action', 'Adventure', 'Comedy', 'Musical', 'Mystery']"
459,The Burial of Kojo,2018,,71/100,1,0,0,0,0,0,movie,6.5,"['Drama', 'Thriller']"
460,My Best Friend's Wedding,1997,13+,71/100,1,0,0,0,1,0,movie,6.3,"['Comedy', 'Drama', 'Romance']"
461,Bee Movie,2007,7+,71/100,1,0,0,0,0,0,movie,6.1,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family']"
462,Seoul Searching,2015,18+,71/100,1,0,0,0,0,0,movie,7.0,"['Comedy', 'Drama', 'Music', 'Romance']"
463,Before I Fall,2017,13+,71/100,1,0,0,0,0,0,movie,6.5,"['Drama', 'Fantasy', 'Mystery']"
464,The Babysitter,2017,18+,71/100,1,0,0,0,0,0,movie,6.4,"['Comedy', 'Horror']"
465,After,2019,13+,71/100,1,0,0,0,0,0,movie,5.3,"['Drama', 'Romance']"
466,"As Above, So Below",2014,18+,71/100,1,0,0,0,0,0,movie,6.2,"['Horror', 'Mystery', 'Thriller']"
